class_value,class_name,original_feature,mean_abs_shap,mean_signed_shap,median_shap,q25_shap,q75_shap,shap_rank_within_class,test_class_share,weighted_abs_shap_component
0,estable,net_flow_mean_previous_24h,0.004456694237887859,0.0009709068690426648,0.0012212384026497602,-0.0029369164258241653,0.003688032738864422,37,0.8702677893137503,0.0038785174420539964
0,estable,departures_count_mean_previous_3h,0.009617127478122711,0.0026072387117892504,0.003305311780422926,-0.004162844270467758,0.008964631706476212,27,0.8702677893137503,0.008369476269934374
0,estable,departures_count_mean_previous_24h,0.026076102629303932,0.009334716945886612,-0.002929462119936943,-0.014252076856791973,0.01892068050801754,8,0.8702677893137503,0.022693192189122805
0,estable,arrivals_count_mean_previous_3h,0.012172788381576538,0.0029236068949103355,0.004156629554927349,-0.0033668018877506256,0.010551149025559425,22,0.8702677893137503,0.010593585634618718
0,estable,arrivals_count_mean_previous_24h,0.01913268305361271,0.003915153909474611,-0.0018400317057967186,-0.01269321609288454,0.007802127860486507,11,0.8702677893137503,0.016650557784708184
0,estable,station_id,0.021944401785731316,0.0020557655952870846,0.006691182963550091,0.0026388480328023434,0.011701371520757675,10,0.8702677893137503,0.019097506029881105
0,estable,tipo_dia,0.012026611715555191,0.002765619894489646,0.0008779729250818491,-0.004607596900314093,0.007446553558111191,23,0.8702677893137503,0.010466372790631066
1,riesgo_vaciado,capacity,0.005566708743572235,0.0008909365278668702,-0.00015715535846538842,-0.0013421291951090097,0.00103613524697721,39,0.11463872710390816,0.0006381604045213169
1,riesgo_vaciado,bikes_available,1.326433539390564,-0.919420599937439,-0.6698650121688843,-2.4845662117004395,0.4604324400424957,2,0.11463872710390816,0.15206065254366588
1,riesgo_vaciado,docks_available,0.05857925862073898,0.042929235845804214,-0.0030017723329365253,-0.013587145134806633,0.02164587378501892,5,0.11463872710390816,0.0067154516429721554
1,riesgo_vaciado,reservations_count,0.013533417135477066,0.005056506022810936,0.0070169162936508656,0.005319821648299694,0.0134306401014328,26,0.11463872710390816,0.0015514537137773098
1,riesgo_vaciado,occupancy_ratio,1.5972975492477417,-0.7688807249069214,-0.8703421354293823,-2.5562610626220703,0.8292626738548279,1,0.11463872710390816,0.18311215785195317
1,riesgo_vaciado,light,0.10967880487442017,0.031941354274749756,-0.014158466830849648,-0.08757656812667847,0.0033021478448063135,4,0.11463872710390816,0.012573438581081444
1,riesgo_vaciado,weather_available,0.0,0.0,0.0,0.0,0.0,49,0.11463872710390816,0.0
1,riesgo_vaciado,uv_radiation_median_mw_m2,0.0015255153411999345,-0.0014097938546910882,-0.001391326542943716,-0.0018971324898302555,-0.0005806073313578963,47,0.11463872710390816,0.00017488313689264463
1,riesgo_vaciado,wind_speed_median_m_s,0.005384714808315039,-0.0016758759738877416,-0.001424748683348298,-0.005330937448889017,0.0016967491246759892,40,0.11463872710390816,0.0006172968514428008
1,riesgo_vaciado,wind_direction_sin_mean,0.004311833530664444,-0.00038047926500439644,-0.0009524351917207241,-0.0036722058430314064,0.0015781180700287223,43,0.11463872710390816,0.000494303107439322
1,riesgo_vaciado,wind_direction_cos_mean,0.005054489243775606,-0.002514377934858203,-0.001968284137547016,-0.005371900741010904,0.0010189906461164355,41,0.11463872710390816,0.0005794402130668309
1,riesgo_vaciado,temperature_median_c,0.01491138618439436,-0.012623556889593601,-0.007833784446120262,-0.021561618894338608,-5.0675225793384016e-05,23,0.11463872710390816,0.0017094223315337713
1,riesgo_vaciado,relative_humidity_median_pct,0.01826721616089344,-0.01792295090854168,-0.015888523310422897,-0.02496287040412426,-0.008065182715654373,19,0.11463872710390816,0.002094130408416764
